product_id,product_name,category,price
895,Measure Product,Electronics,562.24
896,Meet Product,Books,843.83
897,Health Product,Clothing,781.3
898,Skin Product,Home,935.64
899,Majority Product,Clothing,981.29
900,However Product,Clothing,487.33
901,Box Product,Electronics,431.7
902,Yourself Product,Clothing,328.51
903,Class Product,Clothing,739.88
904,Agree Product,Home,157.42
905,I Product,Electronics,494.25
906,Service Product,Home,743.53
907,Exist Product,Books,302.93
908,Much Product,Electronics,561.25
909,Significant Product,Books,897.46
910,Ten Product,Electronics,255.91
911,Small Product,Home,461.63
912,Pass Product,Clothing,421.78
913,Child Product,Home,402.41
914,Risk Product,Home,962.93
915,Raise Product,Home,634.96
916,Not Product,Clothing,749.12
917,Agree Product,Clothing,945.57
918,Picture Product,Clothing,865.07
919,Political Product,Home,991.23
920,Wind Product,Electronics,743.88
921,Knowledge Product,Electronics,903.72
922,Big Product,Electronics,356.65
923,Mention Product,Clothing,429.97
924,Write Product,Electronics,146.99
925,Keep Product,Electronics,668.47
926,Good Product,Clothing,98.67
927,Always Product,Electronics,180.19
928,Central Product,Clothing,812.68
929,Including Product,Books,75.4
930,Treatment Product,Home,988.62
931,Beyond Product,Electronics,267.27
932,More Product,Books,288.8
933,Little Product,Clothing,975.99
934,Sell Product,Books,546.25
935,Truth Product,Home,854.02
936,Wife Product,Books,257.95
937,Western Product,Home,153.36
938,Hour Product,Home,40.95
939,In Product,Clothing,415.92
940,Leg Product,Books,185.76
941,Here Product,Electronics,478.38
942,Page Product,Books,720.53
943,Ball Product,Books,123.66
944,Near Product,Electronics,792.48
945,Four Product,Clothing,321.65
946,Outside Product,Clothing,384.44
947,Drive Product,Books,808.43
948,Arrive Product,Books,349.04
949,Development Product,Books,186.53
950,Fill Product,Home,567.89
951,Organization Product,Home,93.44
952,Policy Product,Clothing,868.54
953,Event Product,Books,898.01
954,Let Product,Home,57.0
955,Outside Product,Clothing,146.61
956,Eight Product,Electronics,861.66
957,Trouble Product,Home,334.49
958,Make Product,Home,34.43
959,Dinner Product,Books,277.43
960,Student Product,Books,46.57
961,Article Product,Clothing,729.81
962,Movie Product,Clothing,742.93
963,Effect Product,Books,534.04
964,Piece Product,Home,665.08
965,Student Product,Clothing,909.54
966,Throughout Product,Clothing,882.44
967,Certainly Product,Books,236.28
968,Month Product,Electronics,256.32
969,Up Product,Electronics,818.2
970,Pattern Product,Books,31.6
971,Mr Product,Electronics,975.7
972,Than Product,Home,632.43
973,Single Product,Electronics,450.59
974,Top Product,Electronics,312.36
975,Fund Product,Clothing,505.81
976,Fight Product,Books,423.07
977,Area Product,Books,125.67
978,Management Product,Electronics,526.16
979,Son Product,Books,957.82
980,Here Product,Books,603.36
981,Spend Product,Electronics,434.69
982,Phone Product,Books,281.58
983,Save Product,Clothing,388.11
984,Far Product,Books,176.98
985,Food Product,Books,650.77
986,Place Product,Books,416.47
987,It Product,Electronics,117.56
988,Body Product,Home,363.24
989,Small Product,Electronics,473.98
990,Heavy Product,Books,667.72
991,Population Product,Home,332.29
992,Majority Product,Electronics,760.36
993,Would Product,Electronics,783.9
994,Me Product,Home,968.46
995,Service Product,Books,901.64
996,Wrong Product,Clothing,3.05
997,Everything Product,Home,509.9
998,Step Product,Electronics,681.1
999,Material Product,Clothing,831.67
1000,Poor Product,Books,663.9
